,Hora,Calefactor,Aire,Ventilador,Secadora,Lavatrastes,Estufa,Microondas,Lavadora,Refrigerador,Foco,Dia
36,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,2
37,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
38,14.0,0.0,1496.34,0.0,980.625,0.0,0.0,0.0,0.0,0.0,0.0,2
39,15.0,0.0,1496.34,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,0.0,2
40,16.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,0.0,0.0,0.0,2
41,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,2
42,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,0.0,2
43,19.0,8.0,0.0,0.0,0.0,803.17,1425.0,0.0,0.0,0.0,0.0,2
44,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,2
45,21.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,2
46,22.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,2
47,23.0,0.0,0.0,88.82,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,2
48,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
49,1.0,8.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,2861.7,10.5,3
50,2.0,8.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,3
51,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
52,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,3
53,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,3
54,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
55,7.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,0.0,0.0,0.0,3
56,8.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,0.0,2861.7,0.0,3
57,9.0,0.0,0.0,0.0,980.625,0.0,0.0,1082.43,0.0,0.0,0.0,3
58,10.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,3
59,11.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,3
60,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
61,13.0,0.0,0.0,88.82,0.0,0.0,0.0,1082.43,895.5,0.0,10.5,3
62,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,3
63,15.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,895.5,0.0,0.0,3
64,16.0,0.0,1496.34,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,0.0,3
65,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,3
66,18.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,895.5,2861.7,0.0,3
67,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,3
68,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
69,21.0,8.0,0.0,0.0,0.0,803.17,0.0,1082.43,895.5,2861.7,10.5,3
70,22.0,8.0,0.0,0.0,980.625,0.0,0.0,0.0,0.0,0.0,10.5,3
71,23.0,8.0,0.0,0.0,0.0,803.17,1425.0,0.0,0.0,2861.7,10.5,3
72,0.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,895.5,0.0,10.5,4
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,4
74,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,0.0,4
75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,4
76,4.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,0.0,2861.7,10.5,4
77,5.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,895.5,2861.7,0.0,4
78,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,4
79,7.0,8.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,4
80,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
81,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
82,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
83,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,4
84,12.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,4
85,13.0,0.0,1496.34,88.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
86,14.0,0.0,1496.34,88.82,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,4
87,15.0,0.0,1496.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
88,16.0,0.0,0.0,0.0,980.625,0.0,0.0,0.0,0.0,0.0,10.5,4
89,17.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,895.5,2861.7,10.5,4
90,18.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,2861.7,0.0,4
91,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
92,20.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,4
93,21.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,895.5,2861.7,0.0,4
94,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
95,23.0,0.0,0.0,0.0,980.625,0.0,0.0,0.0,0.0,2861.7,10.5,4
96,0.0,0.0,0.0,88.82,0.0,803.17,0.0,0.0,0.0,0.0,10.5,5
97,1.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,5
98,2.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,895.5,2861.7,10.5,5
99,3.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,895.5,2861.7,10.5,5
100,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,895.5,2861.7,0.0,5
101,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
102,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
103,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
104,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1082.43,895.5,0.0,10.5,5
105,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
106,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
107,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,5
108,12.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,5
109,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,5
110,14.0,0.0,0.0,88.82,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,5
111,15.0,0.0,0.0,88.82,980.625,803.17,0.0,1082.43,0.0,2861.7,10.5,5
112,16.0,0.0,0.0,88.82,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,5
113,17.0,0.0,1496.34,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,5
114,18.0,0.0,1496.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,5
115,19.0,8.0,1496.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
116,20.0,8.0,1496.34,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,5
117,21.0,8.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,5
118,22.0,8.0,1496.34,0.0,0.0,803.17,0.0,0.0,0.0,0.0,0.0,5
119,23.0,0.0,1496.34,0.0,0.0,803.17,0.0,1082.43,895.5,0.0,0.0,5
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
121,1.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,895.5,0.0,0.0,6
122,2.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,6
123,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,0.0,6
124,4.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,0.0,0.0,0.0,6
125,5.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,6
126,6.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,6
127,7.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,6
128,8.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,895.5,2861.7,10.5,6
129,9.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,895.5,0.0,0.0,6
130,10.0,0.0,0.0,88.82,0.0,0.0,1425.0,1082.43,0.0,0.0,10.5,6
131,11.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,895.5,0.0,10.5,6
132,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,6
133,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
134,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
135,15.0,8.0,1496.34,0.0,0.0,0.0,0.0,1082.43,895.5,0.0,0.0,6
136,16.0,0.0,1496.34,0.0,0.0,0.0,0.0,0.0,895.5,0.0,0.0,6
137,17.0,0.0,1496.34,0.0,980.625,803.17,1425.0,1082.43,0.0,0.0,10.5,6
138,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,6
139,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,6
140,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,6
141,21.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,6
142,22.0,0.0,0.0,88.82,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,6
143,23.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,6
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
145,1.0,0.0,1496.34,0.0,0.0,803.17,0.0,0.0,895.5,0.0,10.5,7
146,2.0,0.0,1496.34,88.82,0.0,0.0,1425.0,1082.43,0.0,2861.7,0.0,7
147,3.0,0.0,1496.34,88.82,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,7
148,4.0,0.0,1496.34,88.82,0.0,803.17,0.0,0.0,0.0,0.0,0.0,7
149,5.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,0.0,2861.7,10.5,7
150,6.0,8.0,0.0,0.0,980.625,0.0,0.0,0.0,0.0,0.0,0.0,7
151,7.0,8.0,1496.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
152,8.0,8.0,1496.34,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,7
153,9.0,8.0,1496.34,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,7
154,10.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,7
155,11.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,7
156,12.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,7
157,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,7
158,14.0,0.0,0.0,88.82,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,7
159,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,7
160,16.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,895.5,2861.7,0.0,7
161,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,10.5,7
162,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,10.5,7
163,19.0,8.0,0.0,88.82,0.0,0.0,0.0,0.0,0.0,0.0,10.5,7
164,20.0,8.0,0.0,88.82,0.0,0.0,0.0,1082.43,895.5,0.0,10.5,7
165,21.0,8.0,0.0,0.0,0.0,803.17,1425.0,1082.43,895.5,0.0,0.0,7
166,22.0,8.0,0.0,0.0,0.0,803.17,0.0,0.0,0.0,0.0,0.0,7
167,23.0,0.0,1496.34,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,7
168,0.0,0.0,0.0,88.82,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,8
169,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,10.5,8
170,2.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,895.5,0.0,10.5,8
171,3.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,8
172,4.0,0.0,0.0,88.82,0.0,803.17,1425.0,0.0,895.5,2861.7,10.5,8
173,5.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,0.0,10.5,8
174,6.0,0.0,0.0,0.0,980.625,0.0,1425.0,1082.43,895.5,2861.7,0.0,8
175,7.0,8.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,8
176,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,8
177,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
178,10.0,0.0,1496.34,0.0,0.0,803.17,0.0,1082.43,895.5,2861.7,10.5,8
179,11.0,0.0,1496.34,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,8
180,12.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,0.0,2861.7,0.0,8
181,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,0.0,8
182,14.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,8
183,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,8
184,16.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,895.5,2861.7,10.5,8
185,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
186,18.0,0.0,0.0,0.0,980.625,0.0,0.0,0.0,0.0,0.0,0.0,8
187,19.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,895.5,2861.7,0.0,8
188,20.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,0.0,0.0,0.0,8
189,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
190,22.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,8
191,23.0,0.0,0.0,88.82,0.0,803.17,1425.0,0.0,895.5,2861.7,10.5,8
192,0.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,10.5,9
193,1.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,0.0,2861.7,0.0,9
194,2.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,0.0,0.0,0.0,9
195,3.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,0.0,0.0,0.0,9
196,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,9
197,5.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,9
198,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,9
199,7.0,8.0,0.0,88.82,0.0,0.0,1425.0,1082.43,0.0,2861.7,0.0,9
200,8.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,9
201,9.0,0.0,0.0,88.82,980.625,0.0,1425.0,0.0,0.0,0.0,0.0,9
202,10.0,0.0,0.0,88.82,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,9
203,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,9
204,12.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,0.0,0.0,0.0,9
205,13.0,0.0,1496.34,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,10.5,9
206,14.0,0.0,1496.34,0.0,0.0,803.17,0.0,0.0,0.0,0.0,0.0,9
207,15.0,0.0,1496.34,88.82,0.0,0.0,0.0,1082.43,895.5,2861.7,10.5,9
208,16.0,8.0,1496.34,88.82,0.0,0.0,0.0,0.0,895.5,0.0,10.5,9
209,17.0,8.0,0.0,88.82,0.0,803.17,0.0,0.0,0.0,0.0,0.0,9
210,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
211,19.0,0.0,0.0,0.0,980.625,0.0,1425.0,0.0,0.0,0.0,0.0,9
212,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,10.5,9
213,21.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,895.5,0.0,10.5,9
214,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
215,23.0,0.0,0.0,88.82,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,9
216,0.0,0.0,0.0,0.0,980.625,0.0,0.0,1082.43,895.5,2861.7,0.0,10
217,1.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,0.0,10.5,10
218,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,0.0,10
219,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,10
220,4.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,10
221,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,0.0,10
222,6.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,0.0,0.0,10.5,10
223,7.0,0.0,1496.34,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,10
224,8.0,0.0,1496.34,0.0,0.0,0.0,0.0,1082.43,0.0,2861.7,0.0,10
225,9.0,8.0,1496.34,0.0,0.0,803.17,0.0,0.0,895.5,0.0,10.5,10
226,10.0,8.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,10
227,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
228,12.0,0.0,1496.34,88.82,0.0,803.17,1425.0,1082.43,895.5,0.0,0.0,10
229,13.0,0.0,1496.34,88.82,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,10
230,14.0,0.0,1496.34,88.82,0.0,0.0,0.0,0.0,895.5,2861.7,0.0,10
231,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,0.0,10
232,16.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,895.5,2861.7,10.5,10
233,17.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,895.5,2861.7,0.0,10
234,18.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,895.5,0.0,0.0,10
235,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,10.5,10
236,20.0,0.0,0.0,0.0,980.625,0.0,1425.0,0.0,0.0,0.0,0.0,10
237,21.0,8.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,2861.7,10.5,10
238,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,10.5,10
239,23.0,8.0,0.0,0.0,0.0,803.17,0.0,0.0,0.0,0.0,0.0,10
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
242,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
243,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
244,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
245,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,11
246,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
247,7.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,2861.7,10.5,11
248,8.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
249,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
250,10.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,0.0,0.0,0.0,11
251,11.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,2861.7,0.0,11
252,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
253,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
254,14.0,8.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,11
255,15.0,8.0,1496.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
256,16.0,0.0,1496.34,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,0.0,11
257,17.0,0.0,1496.34,0.0,0.0,0.0,1425.0,0.0,0.0,2861.7,10.5,11
258,18.0,0.0,1496.34,0.0,980.625,0.0,0.0,0.0,0.0,2861.7,0.0,11
259,19.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,0.0,0.0,0.0,11
260,20.0,0.0,0.0,88.82,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,11
261,21.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,11
262,22.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,0.0,2861.7,10.5,11
263,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
264,0.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,12
265,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,12
266,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
267,3.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,2861.7,0.0,12
268,4.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,0.0,0.0,0.0,12
269,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,10.5,12
270,6.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,895.5,2861.7,10.5,12
271,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
272,8.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,10.5,12
273,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,0.0,12
274,10.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,12
275,11.0,0.0,1496.34,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,12
276,12.0,0.0,1496.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,12
277,13.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,895.5,2861.7,0.0,12
278,14.0,8.0,0.0,88.82,0.0,0.0,0.0,0.0,895.5,0.0,10.5,12
279,15.0,8.0,0.0,88.82,0.0,803.17,0.0,0.0,0.0,0.0,0.0,12
280,16.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,895.5,0.0,0.0,12
281,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
